date,player,team,claim_type,direction,quote,source_file
2026-07-31,BOS team,BOS,other,flat,"TEAM CONTEXT: win prediction 48 (down from last season) but 'I think they are better at the start of this year than they were at the start of last year' - the cut is environmental, 'we're not going to have eight teams punting 17 consecutive games in April and March' and a deeper East. Scheme: NOT abandoning three-point volume despite two non-shooting centers - 'Mitchell Robinson puts a lot of vertical pressure... you're going to get that collapsing the defense'; 'Derrick White, Sam Hauser, Jason Tatum, Paul George are going to be your four shooters with Mitchell Robinson occupying help defense in the paint'. Tatum 'is going to play a little bit of small ball center... they don't want to put him there for very long'. NO team-level rest/tanking signal",2026-07-31-celtics-season-preview.md
2026-07-31,Julian Strawther,DEN,role,up,STATED MINUTES. Josh: 'he averaged seven points a game... he played 15 minutes a night. Is he just going to have to be like a 25 minute a night player now?' Matt: 'I think he'll probably start at 15. I think the goal is to get him to 20. He's going to have to play more. Absolutely.' Named as the player who determines the team's ceiling because Tim Hardaway Jr. and Bruce Brown left. But hard-capped: 'there's no chance that Julian Strawther starts on a fully healthy team with Christian Braun and Peyton Watson or Cam Johnson'; 'I'm not going to predict a breakout because I don't know if he's going to have the opportunity'. Model base 21.1 mpg — ABOVE both of BBM's numbers [transcription 'Julian Strather/Strawler/Straa'],2026-07-31-nuggets-season-preview.md
2026-07-31,Aaron Gordon,DEN,injury,down,"'Recurrent calf, hamstring, soft tissue, lower body, old man injuries'; Josh floats 'Will they just be like, you're playing 27 minutes a night?' — the guest does NOT confirm a minutes figure and instead argues for proactive SCHEDULE management: 'you go into the season and you look at the schedule and you go, this is a five in seven, you're not playing three of these games... These are the dates that you're absolutely not playing.' Also 'Aaron Gordon's injury availability makes him a possible target to be traded'. AVAILABILITY (games), not a stated minutes claim -> config/overrides.yaml candidate for Steven",2026-07-31-nuggets-season-preview.md
2026-07-31,Christian Braun,DEN,role,flat,"Projected starter. 'I thought he was significantly overpaid and he had a terrible season through play and injury.' The bounce-back mechanism is finishing: 'to get back to 25 is just about finishing... he was literally one of the best finishers in the league in 25 — him and Giannis for the most transition points — and he fell off a cliff', caused by an ankle in which he 'tore several ligaments'. Guest also says 'I think Christian Braun does have a bounceback year'. But the demand is DEFENSIVE ('he has to be 1.5 to two times the defender he was'), which is not a fantasy-scoring category. No minutes or usage number",2026-07-31-nuggets-season-preview.md
2026-07-31,Peyton Watson,DEN,transaction,flat,UNSIGNED RESTRICTED FREE AGENT and yet in the projected starting five. 'I think clutch is likely asking for between 25 and 30 million. The Nuggets have offered between 15 and 20 and they'll eventually settle between 20 and 25... my right number for Peyton Watson is 21 and a half'; resolution expected 'the first week in September'. 'Watson was an incredible spot-up shooter last year.' No minutes or usage number; his roster status is itself unresolved,2026-07-31-nuggets-season-preview.md
2026-07-31,Cameron Johnson,DEN,transaction,down,"EXPECTED TO BE TRADED: 'our expectation at Locked On Nuggets is that they are going to re-sign Peyton Watson and then trade Cam Johnson to get under the second apron.' Model base 29.6 mpg on DEN — destination unknown, so no team to size a role against",2026-07-31-nuggets-season-preview.md
2026-07-31,Nikola Jokic,DEN,role,flat,"'I think with Jokic you get 50 wins, he's that good.' Contract/trade speculation is the chapter ('Nikola Jokic can be a free agent in the upcoming season'; guest's answer to whether they'd trade him is 'Yes' but he concludes 'I think Nikola Jokic is on the roster the entire year'). On minutes, only retrospective: Josh notes he was 'playing like 36 minutes a night the season before' and 'at least they did bring those numbers down' — our model has 34.6 vs 34.8 actual. Also 'Jokic gets more gassed than he's willing to admit defensively in the middle of the season'. No forward number",2026-07-31-nuggets-season-preview.md
2026-07-31,Jamal Murray,DEN,transaction,flat,"Trade candidate by the deadline on defensive-fit grounds: 'I don't think you can build a top 15 defense with Nikola Jokic above 30 and Jamal Murray above 30. And if that's the case, then you got to trade Jamal Murray.' Positive on his game: 'I'm probably the most positive person in Denver right now on Jamal about where his game has evolved to. He's much more of a playmaker. He reminds me much more of Tony Parker.' No minutes or usage number",2026-07-31-nuggets-season-preview.md
2026-07-31,Tim Hardaway Jr.,DEN,depth,down,"DEPARTED, and named as the single biggest loss: 'spacing is going to be a problem for them... Tim was so vital last year and being a weapon that would not think about it and would just fire up threes off Jokic passes'; 'It's a huge loss for them honestly.' The vacancy Strawther is expected to partly absorb",2026-07-31-nuggets-season-preview.md
2026-07-31,Marvin Bagley III,DEN,depth,flat,"New arrival, framed dismissively: 'the new fresh meat for the Nikola Jokic RAPM machine... the 18th backup center that sees whether — oh yeah, no, he was okay here and then he just turns to trash as soon as they get to Denver, which happens all the time.' Also listed among the forward redundancy behind Aaron Gordon. No number",2026-07-31-nuggets-season-preview.md
2026-07-31,Tyus Jones,DEN,depth,down,"Named only as a doubt: the scenario where Strawther plays backup point guard is 'because Jamal was out and Tyus Jones proves to be unplayable', which Josh calls a 'very likely possibility by the way'. Model base 18.5 mpg vs 14.6 actual. No number",2026-07-31-nuggets-season-preview.md
2026-07-31,DEN team,DEN,other,flat,"TEAM CONTEXT: win prediction 50, explicitly a DOWNGRADE ('there's zero chance of the roster on paper being better than last year'), driven by the Hardaway/Brown losses and the second-apron squeeze. ROSTER IS NOT RESOLVED — Peyton Watson is an unsigned RFA who appears in the projected starting five, Cam Johnson is expected to be traded, and 'there will be at least two starters from last year's team, including Cam Johnson, that will be gone by the deadline'. Guest opens with 'I wish I could tell you more about what the Nuggets are going to be than I can right now'; resolution expected first week of September. Josh closes: 'this is all table setting stuff. This is an amuse bouche' and the DEN fantasy preview 'will come in September'. -> NO rotation depth stated and the roster is unresolved, so no 240 allocation (see ledger)",2026-07-31-nuggets-season-preview.md
2026-08-01,Domantas Sabonis,SAC,usage,up,"'I think Sabonis is your best player.' The question is whether the offense re-centres on him: 'the first mistake and the first part of the downfall of the Kings last season was going away from Sabonis when he was healthy'; 'Sabonis is such a good passer that when you do that, then everybody is actually involved... he walks his way into 19 points every night and it's not even trying.' CRITICALLY the guest does NOT predict it: 'I don't know if they're going to be able to do that again' and 'will Mike Miller, who's running the offense, run the ball through him? I don't know the answer to that because I kept waiting for it last year and it never happened even when he was healthy.' Last season was 19 games (hamstring, then ribs/cartilage, then knee). No minutes or usage number",2026-08-01-kings-season-preview.md
2026-08-01,Zach LaVine,SAC,usage,up,"'If Zach LaVine is here on opening day, he's still one of your top two best players... your second best player is LaVine.' Named usage mechanism: 'part of the reason he wasn't as good last season is just the guys around him — having Schroder, Westbrook and DeRozan as these other players who take the ball out of his hands, push him more to be just a spot-up three-point shooter... now the ball can be a little bit more in his hands. He can use it more, he can pass a little bit more.' Josh: 'I do expect him to be a much bigger part or better part of the Kings.' COUNTERWEIGHT from the same episode: he is 31, on an expiring $49M, explicitly not part of the future, buyout/trade live, and 'if you start to see that on the court, you're going to have that big old hook and just pull him right out of the game'. No number",2026-08-01-kings-season-preview.md
2026-08-01,Keegan Murray,SAC,usage,flat,"Named as the player who changes the team's ceiling. History is a usage SQUEEZE the org caused: 'when you brought in DeMar DeRozan you pushed him to the fifth player in the starting lineup... you're taking a player like Harrison Barnes who shot eight times a game and replacing him with a guy who shot 17 times a game. He goes in year two from 15 points down to 12 in year three. And that was because the Kings did that.' Forward: guest wants him a #2 but expects #3 ('I would expect him to be more of a number three option'). Josh's usage frame, hedged both ways: 'not to the degree of having 15 usage, but he's not going to be pushing 23, 24 and averaging 20 points a game.' Last season 23 gp (finger, then ankle); 'the shooting has disappeared' (.277 3PT). No firm number",2026-08-01-kings-season-preview.md
2026-08-01,Malik Monk,SAC,depth,flat,"'He's the backup point guard at this point.' Last season was a rotation exile — 'there were times where he was out of the rotation'; 'Malik got himself into trouble a couple of times last year... but I think he found his way through it. I do think Malik has played himself back into favor.' The crowding that buried him (Schroder, Westbrook) is gone. Counterweight: 'you just named three players that are in the backcourt and not one of them plays a lick of defense... somewhere along the way these guys are going to lose some minutes to a guy like Emanuel Sharp, to a guy like Nique Clifford.' No number",2026-08-01-kings-season-preview.md
2026-08-01,Darius Acuff Jr.,SAC,role,up,"#7 overall pick and the projected STARTING point guard; possibly 'the 1A or the primary scorer even as a rookie, and that's a possibility'. Summer league mixed ('starts out with 29 shots in his first California Classic game'; opposing defences 'rushed him'), but the guest is bullish: 'I expect Darius Acuff Jr. to be a much better player in year one than De'Aaron Fox was in year one.' Design point: 'it can't just be him trying to dribble the air out of the ball. It's get into the DHO, let Sabonis reset where Acuff is on the court.' ROOKIE - not on the learned board; defer to the Oct sheet [transcription 'Darius Auff/Akuff/Akaf/Auff Jr']",2026-08-01-kings-season-preview.md
2026-08-01,De'Andre Hunter,SAC,role,flat,"Projected starter, and the guest is openly unimpressed with the acquisition ('you traded for DeAndre Hunter at the trade deadline. Like why? I don't understand what that was'). Defensive reputation disputed: 'there is an idea and I think Scott Perry holds this idea that DeAndre Hunter is a good defender and he's not really.' Josh: 'if [Keegan Murray]'s behind Hunter in the offensive pecking order, like just pack it all in.' No number",2026-08-01-kings-season-preview.md
2026-08-01,Nique Clifford,SAC,depth,flat,"2025 first-rounder (#24). 'Whether either of those picks work out, to be honest with you, I'm not sold yet. I still need to see more.' But flagged as a beneficiary of the starters' defensive problems: 'somewhere along the way these guys are going to lose some minutes to a guy like Emanuel Sharp, to a guy like Nique Clifford, even Daeqwon Plowden, because these guys do play defense and they do shoot the three.' No number [transcription 'Nick Clifford']",2026-08-01-kings-season-preview.md
2026-08-01,Maxime Raynaud,SAC,depth,up,'Max Raynaud is going to be a very good basketball player'; a stated goal for the season is to 'try to show that Max Raynaud is a starter or close to it'. Immediately bounded: 'Domantas Sabonis is just a much better player for right now. There's a chance two-three years from now that Max Raynaud is just a better basketball player.' Model base 25.9 mpg already. No number [transcription 'Max Reno/Rando/Reo'],2026-08-01-kings-season-preview.md
2026-08-01,Dylan Cardwell,SAC,depth,flat,'Dylan Cardwell is a fun defensive-minded crazy person and makes everyone smile the whole game'; named among the bigs who 'are going to be in foul trouble the entire game because [the guards are] not stopping anybody at point of attack'. No number,2026-08-01-kings-season-preview.md
2026-08-01,Russell Westbrook,SAC,transaction,down,"DEPARTED / not returning: 'there hasn't seemed to be any interest in him returning to Sacramento'; 'Scott Perry has kind of talked about him using the past tense again and again.' He and Dennis Schroder are the ball-dominant guards whose exit frees usage for LaVine, Monk and Acuff",2026-08-01-kings-season-preview.md
2026-08-01,SAC team,SAC,other,flat,"TEAM CONTEXT: win prediction 26 (from 22), Vegas ~21.5-22.5; 'they're in the middle of a teardown and rebuild'; the stated goal is explicitly NOT to be one of the three worst teams because of the new lottery relegation zone — 'losing doesn't help this season'. Health tailwind: 'the four players we talked about that are going to start alongside Darius Acuff, they missed like 194 combined games. You're getting those back.' ROSTER NOT FINAL — only 13 players under contract, 'they have to do at least one thing, one guy has to come in', plus live Sabonis trade talk (Toronto/Kawhi), LaVine trade-or-buyout talk. NO minutes figure is given for any player and no rotation size is stated -> no 240 allocation (see ledger)",2026-08-01-kings-season-preview.md
2026-08-02,Nikola Vucevic,ORL,role,down,"*** STATED MINUTES, and the biggest gap in this batch. *** 'Nikola Vucevic comes in to be a backup center and basically to retire in Orlando.' Guest: 'I suspect Nikola Vucevic will be the backup center and he'll get 15 to 20 minutes a game... But I don't see him pushing for starters minutes. Nikola Vucevic is just not, and probably has never been, a starting center on a championship level team.' Value read: 'coming off the bench, you can get 12-14 points per game out of him'; he is an upgrade on the departed Moritz Wagner for a bench that ranked 27th-28th in scoring. Hedge: 'there'll definitely be nights where Vucevic plays more because Carter's in foul trouble or Carter's hurt.' Model base 28.5 mpg / rank 33 [transcription 'Vuchic/Vuvich/Vuich']",2026-08-02-magic-season-preview.md
2026-08-02,Wendell Carter Jr.,ORL,role,flat,"STATED MINUTES, confirming the model. 'Wendell Carter played only like 24, 25, 26 minutes a game'; 'Carter is not a 35-minute-a-night guy. He's going to play below 30 minutes most likely and Vucevic gets the others.' Role secure: 'for a fifth starter, low usage center, he does everything they need him to do defensively... he's the league average starting center'; explicitly 'he's not helping anybody's fantasy team out'. Durability noted: has now played 72+ games two years running. Model base 25.1 mpg",2026-08-02-magic-season-preview.md
2026-08-02,Jalen Suggs,ORL,injury,down,"'You just kind of have to plan for him to miss 20 games. And that's a lot to plan to miss for someone who's really important.' Played 57 games last season — 'the second most he's played in his career'. Guest floats but explicitly DECLINES to predict a minutes cap: 'they're probably going to need to look at maybe more of the Alex Caruso type plan with him if it continues... you can't play more than 22 minutes... but I'm not saying that they're going to do that with Suggs now.' Playoff shooting collapse is a pattern: 'sub 30% field goal percentage, like low 20s three-point percentage... he's been bad shooting wise in both playoffs that he's been in now.' Also trade-exposed ('all the signs are pointing to Jaylen Suggs is probably going to be the sacrifice'). AVAILABILITY -> config/overrides.yaml candidate for Steven (model gp base 68, which looks high)",2026-08-02-magic-season-preview.md
2026-08-02,Paolo Banchero,ORL,usage,down,"Named as the player who changes the team's ceiling. The concrete facts are all usage DOWN and efficiency-of-process up: 'he took five fewer shots per 75 possessions last season. His mid-ranges went down three shots basically. He played at a career high of his shots made that were assisted... He took his usage all the way down. His assist rate I think was his career high' — our cache agrees, USG 33.6 -> 27.6. Remaining gap is finishing: 'he needs to be a more elite finisher... he's only like 50th percentile. He needs to push that two-three percentage points higher at least.' Criticism is leadership and tempo, not production: 'his scoring numbers were virtually the same as the all-star year'. Playoff riser. No minutes number",2026-08-02-magic-season-preview.md
2026-08-02,Anthony Black,ORL,role,flat,"'It'll be a lot of the same role — he's going to be your sixth man... the main creator of their bench groups', and third in sixth-man-of-the-year odds. Last season was a real leap ('15 points per game, took this massive leap in just confidence offensively', 'more 20 point games last year than he had in his previous two seasons combined') but the guest is pointedly uncertain: 'I don't think the Magic quite know what he is yet.' Josh: 'he's now become an above 20% usage player who doesn't really pass' (3.5 ast). Extension due; 'if he gets less than $23 million per year on his contract, I will be shocked'. Model base 27.7 mpg vs 29.8 actual. No number",2026-08-02-magic-season-preview.md
2026-08-02,Desmond Bane,ORL,role,up,"'Desmond Bane was my MVP this season last year.' Played all 82 games, 'by far the most games he's ever played'. Shooting shape: 'he had the really bad start to the season. He shot 41% from three after December 1st. From mid-November to the end of the season, he was shooting like he did in Memphis.' Projected starter, no debate. No minutes or usage number; model base 32.4 mpg vs 33.6 actual",2026-08-02-magic-season-preview.md
2026-08-02,Franz Wagner,ORL,injury,flat,"Two injury-hit seasons (oblique, then a high ankle sprain after 'Errol Hucky landed on the back of his leg', missing 47-51 games) but framed as random rather than chronic: 'I look at Franz's injuries as these kind of random injuries. Franz is the guy that rolls his ankle and he's just like, I'm playing through it.' Deference noted as a ceiling on usage: 'you really have to force Franz to be the guy. Franz doesn't want to be the guy. He wants to defer.' Also 'Franz is probably more valued around the league than Paolo'. No number",2026-08-02-magic-season-preview.md
2026-08-02,Goga Bitadze,ORL,depth,down,"Squeezed by the Vucevic signing. The only mentions are historical and unflattering: 'Jamal Mosley tended to favor playing Mo Wagner over Goga Bitadze because they needed the offense', and 'Bitadze went in the starting lineup when Wendell Carter got hurt'. With Carter at ~25 and Vucevic stated at 15-20, he is the third center. Model base 21.6 mpg vs 15.2 actual — the model projects him UP. No number",2026-08-02-magic-season-preview.md
2026-08-02,Moritz Wagner,ORL,transaction,down,DEPARTED. The bench-scoring vacancy Vucevic is signed to replace: 'the Magic had the third highest scoring bench in the league in 2024 with Mo Wagner as essentially the backup center. They were fourth in 2025 until Mo Wagner's injury. After that they were 22nd. Last year they were 27th or 28th.' Also 'Jamal Mosley used to joke Mo Wagner falls out of bed scoring 10 points',2026-08-02-magic-season-preview.md
2026-08-02,Jett Howard,ORL,transaction,down,DEPARTED to Dallas — 'they lose Mo Wagner and Jett Howard. He's gone and he's in Dallas now.' CROSS-CHECK: independently confirms the DAL roster-map assignment used in the 2026-07-28 Mavericks ledger,2026-08-02-magic-season-preview.md
2026-08-02,ORL team,ORL,other,flat,"TEAM CONTEXT: win prediction 47-48, sixth seed, 'I think the Magic avoid the play-in'. NEW COACH — Jamal Mosley fired, Sean Sweeney hired, and the guest flags this as the main uncertainty: 'we don't know what Sean Sweeney wants this team to do or how he's going to deploy all these pieces. We have assumptions and we think we know.' ROSTER IS STABLE: the only changes are Vucevic in, Moritz Wagner and Jett Howard out, plus 2nd-rounder Isaiah Nelson. Starting five is emphatic — 'there's no real debate to me with this' / 'I think that's the starting five' — and is a deliberate front-office statement: 'the Magic sticking with the same starting lineup is a show of faith... but it's also an ultimatum.' Financial context: $2.5M under the second apron with Anthony Black's extension due. No team-level rest or tanking signal",2026-08-02-magic-season-preview.md
2026-08-04,Yves Missi,NOP,role,up,"'I think, if you're looking at opening night, yes, that's who I would be playing' at center with Zion; called the player with the biggest potential role change under new coach Jamahl Mosley and a potential starting center. Competing options are Derik Queen and small ball; no minutes figure.",2026-08-04-pelicans-season-preview.md
2026-08-04,Derik Queen,NOP,depth,down,"The projected fifth starting spot is explicitly unsettled: Queen and Zion 'don't fit at all'; the source says the Pelicans may instead start Missi and frames Queen as a key bench/development role. No minutes figure.",2026-08-04-pelicans-season-preview.md
2026-08-04,Dejounte Murray,NOP,availability,up,"A full season is described as valuable after only 12-14 games last year; source says 70 games would be a big deal. This is availability, not a per-game override.",2026-08-04-pelicans-season-preview.md
2026-08-05,Walker Kessler,LAL,role,up,"'We know that Luka and Austin Reaves are going to start, and we also know Walker Kessler's going to start. Lock it in. Guaranteed.' Center role is unequivocal, but no minutes figure.",2026-08-05-lakers-season-preview.md
2026-08-05,Quentin Grimes,LAL,role,up,"Projected starter and expected to get the first crack at the point-of-attack role because he can score and handle; other two frontcourt/wing spots remain open. No minutes or usage number.",2026-08-05-lakers-season-preview.md
2026-08-06,Jusuf Nurkic,UTA,role,up,"Projected opening-night starter next to Jaren Jackson Jr.; source says he was strong in the starting group after Kessler's injury. Injury history is noted but no quantitative minutes claim.",2026-08-06-jazz-season-preview.md
2026-08-06,Kyle Filipowski,UTA,depth,down,"Source would be 'flabbergasted' if he started and says Jaxson Hayes could play ahead of him if Nurkic is out; he is not viewed as a fit next to Jaren Jackson Jr. No minutes figure.",2026-08-06-jazz-season-preview.md
2026-08-06,Ace Bailey,UTA,role,up,"Not projected to start on opening night but expected to close; source expects stretches as a starter and says he factors into the future. No minutes figure.",2026-08-06-jazz-season-preview.md
2026-08-07,Joel Embiid,PHI,availability,down,"'Lucky to get 45' and possibly 50 games; later source estimates around 40. Availability-only candidate, not analyst-layer value.",2026-08-07-76ers-season-preview.md
2026-08-07,LeBron James,PHI,usage,up,"Expected to operate as the point guard/offense creator; source sees on-ball share and assists rising, perhaps to eight per game, but rejects a drastic transformation. No direct rate target.",2026-08-07-76ers-season-preview.md
2026-08-07,VJ Edgecombe,PHI,role,up,"Projected starter with Maxey, Brown, LeBron and Embiid; source says the five opens together unless fit forces later staggering. No minutes figure.",2026-08-07-76ers-season-preview.md
2026-08-11,Ivica Zubac,IND,role,up,"Source projects the Finals starting five with Zubac replacing Turner and says 'I think they'll go like 30 minutes of Zubats'; remaining center minutes are split between Huff and small ball. Explicit minutes claim vs 27.4 model base.",2026-08-11-pacers-season-preview.md
2026-08-11,Tyrese Haliburton,IND,availability,down,"Source expects him limited early after the Achilles recovery and then closer to full speed by January; no firm timeline or games cap, so note-only availability context.",2026-08-11-pacers-season-preview.md
2026-08-13,Ausar Thompson,DET,usage,up,"With Tobias Harris gone, Detroit wants to move some of the shot-creation usage to Ausar and Jalen Duren. Directional only; no usage number.",2026-08-13-pistons-season-preview.md
2026-08-13,Jalen Duren,DET,usage,up,"With Tobias Harris gone, Detroit wants to move some of the shot-creation usage to Ausar and Jalen Duren. Directional only; no usage number.",2026-08-13-pistons-season-preview.md
2026-08-13,Duncan Robinson,DET,role,up,"Projected starter and source says he will 'lock into the spot'; Isaiah Joe is the only named challenger. No minutes figure.",2026-08-13-pistons-season-preview.md
2026-08-13,Fred VanVleet,HOU,availability,up,"Rehab is going well and source expects him ready to start opening night; a setback is the only stated contingency. Availability signal only.",2026-08-13-rockets-season-preview.md
2026-08-13,Jabari Smith Jr.,HOU,role,flat,"Named in Houston's de facto opening five; source says there is no evidence Tari Eason has leapfrogged him. No minutes or usage number.",2026-08-13-rockets-season-preview.md
2026-08-14,Josh Hart,NYK,role,down,"Named as the starter most at risk of regression after heavy Thibodeau minutes and wear, but the source does not make a concrete role, minutes, or rate forecast.",2026-08-14-knicks-season-preview.md
2026-08-15,Myles Turner,MIL,role,up,"One of only two opening starters the source is comfortable locking in; projected frontcourt is Turner and Kel'el Ware, though further transactions remain possible. No minutes figure.",2026-08-15-bucks-season-preview.md
2026-08-15,Kel'el Ware,MIL,role,up,"Projected starter at the four or five and described as the Miami return least likely to be traded. Roster remains explicitly unsettled; no minutes figure.",2026-08-15-bucks-season-preview.md
2026-08-19,Jaylen Wells,MEM,role,down,"'I think Jaylen Wells is a reserve' — 'a sixth man' who 'gets 20 to 25 minutes off the bench', behind the projected Jerome/Coward/Grant/Boozer/Edey five. This is a stated minutes range below the 25.6-mpg model base.",2026-08-19-grizzlies-season-preview.md
2026-08-19,Ty Jerome,MEM,role,up,"Projected starting point guard; source says he 'easily gets that spot' ahead of Scotty Pippen Jr. No minutes figure.",2026-08-19-grizzlies-season-preview.md
2026-08-19,Zach Edey,MEM,availability,down,"Projected starter if healthy; source notes availability concerns and says Stewart and Post were acquired to cover them. Availability-only context.",2026-08-19-grizzlies-season-preview.md
